PI_Accession,Latitude,Longitude,Trials_Evaluated,Country_Origin,Latitude_DMS,Longitude_DMS,Cultivar_Name,PC1,PC2,PC3,PC4,PC5,K_2,K_3,K_4,K_5,CP,DMY,IVTD,NDF,FTH,PTHT,SDMG,PLYLD,CP_2008,CP_2009,DMY_2008,DMY_2009,IVTD_2008,IVTD_2009,NDF_2008,NDF_2009,FTH_2007,FTH_2008,FTH_2009,PTHT_2007,PTHT_2008,PTHT_2009,SDMG_2007,SDMG_2008,SDMG_2009,PLYLD_2007,PLYLD_2008,PLYLD_2009,ZDK_2008
PI440041,42.57416667,70.56361111,Agronomic,Kazakhstan,42 34 27N,70 33 49E,NA,-52.61955783,50.27314262,-3.681730983,7.998083506,10.05321932,1,2,3,1,NA,NA,NA,NA,16.29523594,100.9458884,5.797783298,9.760276436,NA,NA,NA,NA,NA,NA,NA,NA,24.53590616,12.74481141,1.989019324,84.94191111,114.9805417,92.43895623,5.619378908,6.501910576,5.082890685,2.912701772,26.33804546,15.04167751,50.03921532
PI440042,42.57416667,70.56361111,Agronomic,Kazakhstan,42 34 27N,70 33 49E,NA,-17.83358168,46.40897555,-12.66932653,9.543311003,-6.783162342,1,2,3,1,NA,NA,NA,NA,20.63366548,101.5774836,5.826115154,7.36351565,NA,NA,NA,NA,NA,NA,NA,NA,33.51103202,45.55525121,18.07922286,87.4647997,122.6658522,92.43895623,5.781939468,7.334844092,5.304603659,1.217670425,9.786659631,4.442485098,53.06653423
PI440043,42.57416667,70.56361111,Agronomic,Kazakhstan,42 34 27N,70 33 49E,NA,-46.33591913,45.018625,4.201423885,-2.994689729,10.35691673,1,2,3,1,NA,NA,NA,NA,16.07144365,104.5775608,5.814470281,10.04677594,NA,NA,NA,NA,NA,NA,NA,NA,12.08165849,20.3951931,4.417729292,102.6021313,127.7893925,120.2426654,5.543178646,6.750238581,5.629438947,2.793479384,21.09374189,24.20611411,51.04832162
PI440044,42.57416667,70.56361111,Agronomic,Kazakhstan,42 34 27N,70 33 49E,NA,0.063971634,35.53092387,2.184038595,2.461483101,1.042500153,1,2,3,1,NA,NA,NA,NA,15.49036892,102.05118,5.763448931,8.219593276,NA,NA,NA,NA,NA,NA,NA,NA,10.16562039,13.17581883,5.632084276,89.9876883,120.104082,100.021786,4.623695479,6.072510069,5.046797875,5.063888345,12.21177111,8.572040585,50.03921532
PI440045,42.57416667,70.56361111,Agronomic,Kazakhstan,42 34 27N,70 33 49E,NA,-34.15299567,41.86488324,3.442186188,-1.818733084,6.276607826,1,2,3,1,NA,NA,NA,NA,17.95208414,100.472192,5.810748724,7.436209554,NA,NA,NA,NA,NA,NA,NA,NA,16.36753319,25.62115806,19.44537222,84.94191111,107.2952311,92.43895623,5.406018174,6.848535083,5.510848286,2.824580877,7.174612478,6.438436917,51.04832162
PI440046,42.45333333,69.1425,Agronomic,Kazakhstan,42 27 12N,69 08 33E,NA,-43.63738262,45.37970776,2.368196872,-0.177177357,6.254963029,1,2,3,1,NA,NA,NA,NA,17.77540602,101.4195848,5.789139681,7.380620098,NA,NA,NA,NA,NA,NA,NA,NA,14.0985407,33.43316754,12.10864419,89.9876883,112.4187715,97.49417608,4.771015987,7.195159589,4.881802173,2.212918189,9.059126188,4.400130683,52.05742793
PI440047,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-53.44158938,46.72316248,-3.771798588,6.802550448,10.24469239,1,2,3,1,NA,NA,NA,NA,18.67057519,102.2090788,5.825995104,7.829184249,NA,NA,NA,NA,NA,NA,NA,NA,23.9308415,34.78006573,12.51342919,105.1250199,107.2952311,100.021786,6.0816605,7.464181594,4.866333826,9.112265966,8.740830307,3.240678566,48.02100271
PI440048,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-41.82445378,43.16731999,-1.000975246,3.835088433,6.279153999,1,2,3,1,NA,NA,NA,NA,16.80956559,102.05118,5.809908372,9.032909781,NA,NA,NA,NA,NA,NA,NA,NA,12.48503493,28.79983778,5.632084276,100.0792427,112.4187715,97.49417608,5.207897491,7.329670592,5.19632523,8.490236114,12.68163646,14.64989917,51.04832162
PI440049,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-44.69099385,42.22997272,2.502445151,-0.866429582,7.478093698,1,2,3,1,NA,NA,NA,NA,18.32899748,102.9985728,5.823353999,8.195647048,NA,NA,NA,NA,NA,NA,NA,NA,21.61142695,26.59092476,18.12982099,100.0792427,125.2276224,100.021786,5.065657001,7.298629591,5.949118119,5.898445063,11.69643492,7.963195866,51.04832162
PI440050,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-51.16812288,43.17534546,-3.595123293,6.104480938,7.894128103,1,2,3,1,NA,NA,NA,NA,17.87490812,102.747219,5.802613458,8.022627181,NA,NA,NA,NA,NA,NA,NA,NA,26.25266164,18.23148911,14.19397127,93.10574697,121.7244683,105.0634827,5.836299055,6.395720253,5.266252194,2.988673447,11.70123356,7.72839087,53.62420346
PI440051,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-29.3755306,35.76017769,11.21216901,4.016124881,4.648264789,1,2,3,1,NA,NA,NA,NA,17.57517081,103.4722692,5.805946714,8.697234988,NA,NA,NA,NA,NA,NA,NA,NA,21.66184901,22.87348577,11.85565357,100.0792427,125.2276224,107.6046158,5.629538943,6.662289079,5.263354733,7.044016708,14.24785429,10.32974882,52.05742793
PI440052,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-6.353833301,34.91551184,18.87964814,20.51228724,-7.794974376,1,2,3,1,NA,NA,NA,NA,17.22181455,101.7353824,5.79862365,8.73358194,NA,NA,NA,NA,NA,NA,NA,NA,20.35087557,19.04829492,12.20984044,100.0792427,112.4187715,92.43895623,5.837819661,6.563992578,4.835397132,6.701900289,16.42034998,8.852638586,51.04832162
PI440053,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-52.68501009,47.68332629,-4.172886227,7.93983312,8.586123345,1,2,3,1,NA,NA,NA,NA,17.46916393,102.3669776,5.830917164,8.40988026,NA,NA,NA,NA,NA,NA,NA,NA,20.35087557,29.66185262,5.429691779,92.51057689,117.5423118,105.0770059,5.726059276,7.691815598,5.211793577,5.986565959,9.458259118,12.87101373,52.05742793
PI440054,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-33.46227725,40.66392988,2.574996219,-0.713082848,5.755158805,1,2,3,1,NA,NA,NA,NA,16.62503511,102.5248764,5.791420636,8.840484741,NA,NA,NA,NA,NA,NA,NA,NA,15.61120236,20.3951931,8.01019612,102.6021313,114.9805417,100.021786,4.984376722,6.998566586,4.959143908,8.60427492,13.73757041,11.04447958,48.02100271
PI440055,42.22777778,68.2925,Agronomic,Kazakhstan,42 13 40N,68 17 33E,NA,-52.19939471,48.33660755,-3.466038356,5.898250329,6.085121932,1,2,3,1,NA,NA,NA,NA,18.33292366,103.4722692,5.808467769,7.830039471,NA,NA,NA,NA,NA,NA,NA,NA,16.36753319,41.08354924,9.831728596,97.55635408,125.2276224,110.1322257,5.238377596,7.557304596,4.876646058,3.311837594,10.27168193,7.571417525,51.04832162
PI440056,41.27083333,68.115,Agronomic,Kazakhstan,41 16 15N,68 06 54E,NA,-45.10388375,46.93000495,2.341771853,-0.027186908,5.289619668,1,2,3,1,NA,NA,NA,NA,16.92735101,102.2090788,5.784097571,8.528756175,NA,NA,NA,NA,NA,NA,NA,NA,16.11542292,14.36108923,17.06726038,95.03346548,114.9805417,102.5493959,5.319657876,6.67780958,4.623996389,6.774470438,13.94976767,8.831461379,51.04832162
PI440057,41.27083333,68.115,Agronomic,Kazakhstan,41 16 15N,68 06 54E,NA,-44.77408349,46.52133971,0.940624156,2.355013971,5.110275756,1,2,3,1,NA,NA,NA,NA,17.26892872,102.840674,5.799824152,7.889477428,NA,NA,NA,NA,NA,NA,NA,NA,11.57743794,27.66844331,13.52539167,97.55635408,114.9805417,110.1322257,4.760855952,7.091689587,5.454131013,4.400389836,9.180381762,8.339091301,51.04832162
PI442637,38.40722222,27.15027778,Agronomic/Forage,Turkey,38 24 26N,27 09 01E,NA,50.46950801,-5.200170911,-12.39979955,2.615301925,-18.61009684,2,3,4,3,8.783476915,1.456782186,69.60705121,62.81044536,17.54376136,102.05118,5.791540686,9.066691066,8.793788083,7.838891794,0.885354807,2.089729187,70.18965114,69.22932485,59.60087842,65.35753595,7.745361728,37.85099359,11.34967233,100.0792427,120.104082,89.9113463,5.690499153,6.620901079,4.623996389,20.1377451,13.18686801,2.64242245,40.95725859
PI486197,38.96972222,59.55638889,Agronomic/Forage,Turkmenistan,38 58 11N,59 33 23E,NA,96.2487779,-2.698018677,-2.594562661,10.47652838,5.601642696,2,3,4,3,8.547520586,1.485410299,69.97864423,62.89691045,17.45738539,103.3143704,5.824554501,10.58684889,6.899027921,7.58338301,0.843910744,2.415961728,69.1588307,72.07269562,63.7060002,64.86211219,12.13208054,35.37270093,8.161990493,117.7394628,114.9805417,97.49417608,6.660782495,6.450175575,5.227261924,27.68504064,15.57156097,11.25625165,35.40717392
PI494618,46,25,Agronomic/Forage,Romania,46 00 00N,25 00 00E,NA,94.0368874,-2.270787829,-17.28557917,-0.778054627,11.45503634,2,3,4,3,9.045691832,1.642421723,69.38956257,62.76600505,16.29130976,102.5248764,5.752644409,8.413728761,9.454700004,10.0205341,1.113275124,3.665117725,67.20578552,71.10839661,59.8768085,63.60240124,4.921726628,28.90758964,6.441654266,97.55635408,120.104082,100.021786,4.613535444,5.927652066,4.737430934,11.27900328,13.3131759,3.473627849,29.85708925
PI494686,44.18333333,28.65,Agronomic/Forage,Romania,44 11 00N,28 39 00E,NA,53.12010023,-5.770864066,6.711112531,-20.54202463,13.82720009,2,3,4,3,9.009920278,1.330458671,69.12156348,62.83442239,17.08047205,99.99849563,5.761648177,8.216172386,10.51793397,9.267264687,0.495004108,1.273529751,69.43675878,68.18021434,61.80235238,64.92236308,9.258023389,31.92464157,9.426943602,87.4647997,102.1716908,87.38373637,4.517015112,6.538125077,4.613684158,15.36884956,7.573745408,2.86478313,44.9936838
PI494687,43.8,28.58333333,Agronomic/Forage,Romania,43 48 00N,28 35 00E,NA,38.66854573,-7.097666061,15.91327417,-28.22572089,9.391601857,2,3,4,3,8.707222703,1.358783655,68.78076664,62.78631593,15.10167704,99.05110283,5.729714814,8.255512617,8.870433491,6.851312199,0.501146575,1.545039683,67.7128985,67.61723659,59.83827242,64.33079276,3.106532635,13.22969476,7.65600925,84.94191111,102.1716908,74.74568674,4.415414762,5.62758906,4.25275606,15.23407643,8.983341454,2.012400523,47.01189641
PI502351,46.30777778,44.25555556,Agronomic/Forage,Russia,46 18 28N,44 15 20E,NA,108.1897619,3.105319878,-38.98355176,-2.144655926,-5.510125195,2,3,4,3,9.018309565,1.602510551,70.10689112,62.79908578,15.21553628,104.419662,5.853246508,11.21030602,9.81869428,9.223929497,0.952944153,3.447480168,68.1281887,73.72063313,61.46426794,63.39863852,5.87974568,17.80914859,2.039617448,107.6479085,127.7893925,112.6598356,6.20358092,6.915790584,6.459573571,35.81808096,11.70148723,14.7240194,35.40717392
PI502356,45.05,41.96666667,Agronomic/Forage,Russia,45 03 00N,41 58 00E,NA,103.4216139,1.964223229,-31.72406904,-5.742496783,-1.117137644,2,3,4,3,8.948259778,1.607211438,70.19469753,62.77038461,17.74007039,104.5775608,5.834518671,9.070111956,9.164304361,9.268765473,1.172842917,3.254531747,68.37153869,73.91154713,59.77716942,63.8363956,5.829323624,48.51842722,5.783878649,110.1707971,125.2276224,115.1874456,5.761619398,7.841847101,5.180856883,14.66906598,12.7927874,8.683220925,29.85708925
PI531721,36.03972222,103.8697222,Agronomic/Forage,China,36 02 23N,103 52 11E,NA,90.7561322,-6.242829457,22.2959983,17.73931966,15.77412767,2,3,4,3,9.020207452,1.514062616,70.29778306,62.78289411,15.62385906,102.3669776,5.786738677,9.216782598,9.717198623,9.379323361,0.841508343,2.699978177,70.27073212,72.54194362,59.85697314,64.19779476,4.367084019,18.24015601,8.414981115,107.6479085,117.5423118,89.9113463,5.710819223,5.61724206,5.397413741,13.99001672,20.46725476,3.150675433,35.40717392
PI531722,49.8075,-97.13666667,Agronomic/Forage,Canada,49 48 27N,97 08 12W,NA,91.11323625,-2.658408312,-18.52174342,-4.939427403,20.00746203,2,3,4,3,9.578353015,1.430960892,71.83978142,62.73316609,18.25047387,104.8933584,5.792861239,7.854840921,12.57307315,12.11969571,0.974414779,1.739285928,74.0065239,76.4258239,58.85083273,63.34146743,19.49370063,40.76029367,5.935673022,107.6479085,130.3511627,117.7150555,5.162177334,6.853708583,4.984924487,5.737754018,7.644477826,8.153790735,29.85708925
PI531723,49.8075,-97.13666667,Agronomic/Forage,Canada,49 48 27N,97 08 12W,NA,88.78973074,-3.65653078,-3.562340733,0.774963466,17.37362122,2,3,4,3,8.754395688,1.353624048,70.23719053,62.75733168,15.26657663,104.7354596,5.789619882,9.264247442,8.849058467,7.428051679,0.488115267,1.508535657,67.74687257,74.73727839,61.19628041,62.19372685,6.283122123,16.40837447,3.608159303,112.6936856,135.4747031,105.0770059,5.883539818,5.927652066,5.036485644,20.1947645,12.92919992,5.300162007,35.40717392
PI531724,55.75222222,37.61555556,Agronomic/Forage,Russia,55 45 08N,37 36 56E,NA,94.02510192,-1.833391267,-6.568724931,4.480195926,12.68188465,2,3,4,3,8.85339229,1.591471961,70.6321364,62.81757313,15.40006677,101.7353824,5.759607323,7.895891596,8.197001234,9.435978025,1.205201034,3.064762887,71.1432805,73.32234338,61.74780437,63.79324293,12.1825026,12.04442435,3.506963054,97.55635408,120.104082,87.38373637,5.111377159,5.07919805,5.376789278,7.085485364,13.35864674,1.297669766,35.40717392
PI531725,52.67083333,13.41944444,Agronomic/Forage,Germany,52 40 15N,13 25 10E,NA,93.76650453,-2.86778962,-1.664036871,8.362245367,15.55448633,2,3,4,3,8.729922081,1.498577744,69.68891535,62.80783973,15.56889253,104.419662,5.806546966,10.33498589,8.344531742,7.806124637,1.181416821,2.178280312,67.82777511,71.96437237,61.69107187,63.50752909,6.081433901,18.56341157,5.6826824,112.6936856,127.7893925,107.6046158,6.340741393,5.668977061,5.557253327,15.60729434,28.36402401,7.068458844,35.40717392
PI531726,52.17,13.54472222,Agronomic/Forage,Germany,52 10 12N,13 32 41E,NA,91.02803573,-1.486010056,-14.3257864,-2.764865781,17.06758515,2,3,4,3,8.464776997,1.529493103,69.67253822,62.9243429,16.3030883,104.2617632,5.826715405,9.933458972,6.794866336,6.75782575,1.087906618,2.583593271,70.41305208,69.3303161,64.37418299,65.23919357,10.77068505,21.04170423,8.111392369,112.6936856,125.2276224,107.6046158,6.198500903,6.651942079,5.588190021,27.70577497,13.96997693,4.823674836,35.40717392
PI547314,42.31666667,69.59583333,Agronomic,Kazakhstan,42 19 0 N,69 35 45E,NA,63.91855617,10.18718469,-10.44095111,-3.716366272,0.856587623,2,3,4,3,NA,NA,NA,NA,16.17352434,102.9985728,5.787458978,8.984162104,NA,NA,NA,NA,NA,NA,NA,NA,12.33376877,18.67116343,7.099429882,105.1250199,117.5423118,102.5493959,5.177417386,6.300144073,5.289135312,15.80945404,14.77329511,4.378953475,38.43449283
PI547315,60.09277778,23.90805556,Agronomic/Forage,Russia,60 05 34N,23 54 29E,NA,98.72621081,4.342789446,-28.19118954,-0.410140106,-2.546429379,2,3,4,3,8.761401205,1.599394062,69.64719744,62.80614535,15.99684621,101.5774836,5.784817873,8.848181742,9.236760454,7.000265191,1.148971598,3.203712271,70.9442895,68.68111685,60.52881202,64.42853232,15.81289059,13.76845403,5.935673022,97.55635408,107.2952311,97.49417608,5.568578733,6.088030569,4.990080602,10.75546149,15.51093318,7.08434175,40.45270543
PI547316,NA,NA,Agronomic,Moldova,NA,NA,NA,86.70789332,-0.530098257,-13.98810472,-4.097561367,15.13270441,2,3,4,3,NA,NA,NA,NA,15.96543677,104.7354596,5.763689031,9.921485859,NA,NA,NA,NA,NA,NA,NA,NA,6.182278012,26.15991734,3.557561178,117.7394628,125.2276224,110.1322257,4.948816599,5.803488064,4.995236718,23.43450331,14.42973765,8.556157679,35.40717392
PI547317,50.45,30.52333333,Agronomic/Forage,Ukraine,50 27 00N,30 31 24E,NA,94.90696925,-1.816013712,-7.810201369,6.866720595,10.11892443,2,3,4,3,8.653678622,1.478246707,70.55073156,62.81621349,14.83469676,103.7880668,5.766690287,9.482756766,7.800920619,7.633409204,0.814201092,2.352634991,69.68724885,74.36070264,60.26296773,64.9974466,5.325103071,13.76845403,1.48303808,115.2165742,114.9805417,107.6046158,5.106297141,5.534466059,5.232418039,16.80470181,11.02952926,13.45868124,29.85708925
PI547318,52.68944444,39.24861111,Agronomic/Forage,Russia,52 41 22N,39 14 55E,NA,110.4956487,2.539001511,-38.44843461,-2.96346031,-6.620209443,2,3,4,3,8.752976305,1.607775411,69.5637329,62.82496951,15.41969767,104.1038644,5.764889533,10.31702622,9.943040743,5.974540623,1.307128693,3.114048671,69.60284898,69.5961716,60.35235293,65.22216614,5.627635403,20.98782831,1.938421199,115.2165742,122.6658522,105.0770059,5.487298454,5.384434556,4.917894983,26.67424213,12.87867676,11.76979894,35.40717392
PI547319,60,100,Agronomic/Forage,Russia,60 00 00N,100 00 00E,NA,102.7091121,1.431099249,-29.41055151,-3.367025918,-0.476207138,2,3,4,3,8.554891701,1.55673526,71.0651042,62.86721023,15.47859038,104.5775608,5.780135914,10.69888302,7.582409799,6.771457888,1.171699616,2.760031379,71.02412144,75.56667565,63.58421443,63.94705617,4.417506074,23.03511355,1.989019324,112.6936856,132.9129329,105.0770059,5.731139293,5.503425058,5.206637461,31.85782423,14.35395291,9.657372476,35.40717392
PI547333,35,105,Agronomic/Forage,China,35 00 00N,105 00 00E,NA,78.64986887,-4.274204401,9.233607061,6.972032827,13.41781883,2,3,4,3,9.176484769,1.489495059,68.90958766,62.8353383,15.77305392,102.9985728,5.778935411,9.930893305,10.79937465,9.775468282,0.866487437,2.431529687,65.73133936,70.20726561,61.70014907,64.44209054,7.089875008,18.45565972,7.403018628,112.6936856,122.6658522,89.9113463,5.390778121,5.798314563,5.206637461,21.20037943,21.28067757,3.775403058,29.85708925
PI547334,51.1,17.03333333,Agronomic/Forage,Poland,51 06 00N,17 02 00E,NA,89.85190252,-1.830916552,7.494255145,10.87993922,10.617966,2,3,4,3,8.627678102,1.484128689,69.90445194,62.81337643,15.56496635,104.1038644,5.782897069,8.977747936,7.656912943,7.520162408,0.930139961,2.309609151,67.85914403,72.99205088,63.0049966,62.59041987,10.8211071,14.36108923,4.822514287,117.7394628,127.7893925,97.49417608,5.675259101,5.643109561,5.242730271,19.01290778,13.9598723,1.880042976,35.40717392
PI547335,50.73611111,15.74027778,Agronomic/Forage,Poland,50 44 10N,15 44 25E,NA,92.36192631,-3.835790334,-3.771911197,6.13467467,19.75184787,2,3,4,3,9.047439179,1.602163514,70.32969048,62.79044237,17.00587462,105.5249536,5.842562037,9.531504443,10.76486041,8.319893646,1.1927658,3.183290282,70.40584329,72.56520862,58.91601207,65.24907019,10.01435422,33.43316754,6.289859892,120.2623514,130.3511627,115.1874456,5.934339993,6.900270084,6.289421753,18.2250033,15.69281654,7.72495228,29.85708925
PI547336,43.66666667,6.716666667,Agronomic/Forage,France,43 40 00N,06 43 00E,NA,78.77681255,-4.946037138,-10.80770258,-7.645493155,27.19139886,2,3,4,3,8.907054653,1.413917416,70.49311735,62.87485251,16.49154497,100.9458884,5.796102595,9.289904114,8.264934772,9.9708831,0.657150629,1.916888513,69.23830576,74.52116064,63.10782951,64.6102054,9.812665998,27.61456738,5.32849553,84.94191111,114.9805417,92.43895623,5.858139731,6.232888571,5.036485644,3.669504759,26.34815009,8.434388736,39.44359913
PI547337,43.56666667,5.016666667,Agronomic/Forage,France,43 34 00N,05 01 00E,NA,81.91865019,-3.263264061,-13.35803643,-7.025825804,24.83945105,2,3,4,3,9.403365647,1.426978928,69.69480739,62.75727796,16.03218184,100.3142932,5.833078068,8.250808893,11.54573906,11.43389913,0.720956868,1.975787267,66.79663349,73.01182613,59.80797306,63.36136226,21.25847256,8.003729796,6.340458017,79.89613392,107.2952311,94.96656616,6.2848612,5.839702564,6.583320347,3.322204758,19.85592458,2.727131281,29.85708925
PI547338,43,2.75,Agronomic/Forage,France,43 00 00N,02 45 00E,NA,81.44342838,-3.07581026,-12.71994103,-7.267789907,25.86334059,2,3,4,3,8.541644125,1.513970638,69.05618526,62.86744269,18.58027304,102.840674,5.834638721,8.170845599,7.347712992,6.925663629,1.273629324,2.229187449,66.07200793,70.59082086,62.76394651,64.64599485,19.99792118,27.93782294,21.72228782,92.51057689,130.3511627,100.021786,6.051180395,7.412446593,5.320072006,5.789589839,14.91475994,4.394836381,40.45270543
PI565004,39.94027778,-1.067777778,Agronomic/Forage,Russia,39 56 25N,01 04 04W,NA,75.95850574,9.253195815,-21.92853407,2.294583856,3.275993118,2,3,4,3,8.951835118,1.564354913,70.77603558,62.81469268,16.82527032,104.2617632,5.735357175,8.794730342,9.274035829,9.166211776,1.118402729,2.892821479,71.72626415,73.45329713,60.22350712,64.97857837,6.736920621,20.12581347,19.74896097,115.2165742,127.7893925,102.5493959,3.66865219,5.813835064,5.067422338,17.55113763,11.9187368,3.245972867,29.85708925
PI574518,NA,NA,Agronomic/Forage,USA,NA,NA,breeding material,98.65098233,-2.248230143,-4.057034205,11.37391357,4.489739977,2,3,4,3,8.823601372,1.553647968,70.91751622,62.81829427,16.52295441,103.630168,5.805226413,10.94262141,8.876622251,8.196766676,1.216379218,2.681125539,71.03311457,74.83287639,61.58344821,63.95640178,10.36730861,29.2308452,3.658757427,115.2165742,120.104082,100.021786,5.751459363,6.895096584,4.876646058,33.00339587,13.57589631,12.32040633,36.41628022
PI578689,NA,NA,Agronomic/Forage,USA,NA,NA,NA,81.75122056,-6.237203289,56.36286033,40.49833939,-4.245605404,2,3,4,3,8.656603412,1.565802515,68.68532425,62.92283139,16.13426253,102.6827752,5.753364711,7.710735946,7.697425516,7.803373196,1.312333496,2.696158991,64.99793479,69.8301611,63.37186678,66.03173,12.68672315,19.64093012,5.32849553,92.51057689,125.2276224,102.5493959,5.436498279,5.61206856,4.247599945,3.79391073,13.08076939,2.658305356,41.96636489
PI578695,NA,NA,Agronomic/Forage,USA,NA,NA,breeding material,85.66980544,1.091350529,-4.863254708,8.412557765,0.082352722,2,3,4,3,8.756825844,1.581829198,69.47700298,62.85052057,16.82696117,103.4722692,5.791657316,8.980054145,8.959932476,7.310677722,1.083379187,3.102526851,68.35308849,70.40463036,60.77843503,65.73872375,10.56899683,24.2878313,11.60266295,102.6021313,125.2276224,105.0770059,5.380618086,6.249280803,5.12413961,14.1714421,14.5466481,6.840803862,46.0027901
PI578699,NA,NA,Agronomic,USA,NA,NA,cultivar,-51.48893251,54.90622794,-3.472985859,11.51934813,4.678274499,1,2,3,1,NA,NA,NA,NA,17.22966692,102.9985728,5.796102595,8.425274264,NA,NA,NA,NA,NA,NA,NA,NA,14.30022892,28.15332665,9.831728596,95.03346548,125.2276224,105.0770059,5.472058401,6.70367708,4.959143908,7.323930141,12.72205498,8.275559678,51.04832162
PI598480,47.41166667,28.37,Agronomic/Forage,Moldova,47 24 42N,28 22 12E,NA,86.27190284,-0.788733436,-12.10449823,-4.055377082,17.77955398,2,3,4,3,9.018250424,1.50811915,68.98682285,62.71220019,17.63013734,102.9985728,5.781576516,8.727167772,10.205825,8.714725379,0.762454903,2.72756792,69.39622096,66.96662733,57.11410378,64.08607218,12.53545699,38.87463621,6.694644887,107.6479085,114.9805417,102.5493959,5.771779433,5.974213567,4.758055397,13.37835404,14.97538773,3.468333548,35.40717392
PI618797,48.13305556,60.26666667,Agronomic/Forage,Russia,48 07 59N,60 16 00E,NA,10.68175583,-6.875048444,3.959120495,-12.95305531,32.67121818,1,1,1,5,NA,1.119430087,NA,NA,14.22221259,97.78791244,5.664047335,7.198457726,NA,NA,-0.019967084,-0.239074729,NA,NA,NA,NA,1.291338642,9.673883547,1.48303808,72.32746813,97.04815045,72.21807681,2.485008114,5.270617554,3.747456724,8.044448053,2.890248869,2.653011054,59.12117205
PI619581,38.91666667,68.25,Agronomic/Forage,Russia,38 55 00N,68 15 00E,NA,-49.91137587,39.81365826,-4.184660475,5.242120721,6.959331907,1,2,3,1,9.101135833,1.348420419,68.52117387,62.81013437,18.85903186,100.3142932,5.787098827,7.898884874,11.35904838,9.064783669,0.470744401,1.476318094,70.05049277,64.63723682,58.85392053,65.46763013,23.42662094,36.61184726,13.72778417,84.94191111,109.8570013,87.38373637,5.238377596,6.71919758,4.794148207,2.544667443,16.36477451,2.822428715,51.04832162
PI634227,NA,NA,Agronomic/Forage,China,NA,NA,NA,92.72755969,-1.236759131,-15.1791619,-5.024411308,18.36961715,2,3,4,3,9.216786649,1.39298611,70.75047232,62.7289136,14.44993107,103.3143704,5.835238972,8.443233934,10.62927897,10.4676432,0.663706079,1.704186703,70.93365476,74.11063913,59.08511695,62.9984055,1.694715085,5.525437135,7.908999871,102.6021313,132.9129329,94.96656616,5.248537631,7.081342587,6.490510265,5.566695809,19.5729949,3.11361532,35.40717392
PI634290,44.51138889,33.84666667,Agronomic,Ukraine,44 30 41N,33 50 48E,NA,26.77457705,-6.04029328,44.80196585,-54.88081401,17.87987834,2,3,2,2,NA,NA,NA,NA,17.92125571,96.05102565,5.79341447,7.050220261,NA,NA,NA,NA,NA,NA,NA,NA,7.013271066,45.93192784,13.98077479,54.66724797,81.6775294,77.27329667,5.052779289,7.115603615,4.938519446,1.634197954,2.955928971,5.988421255,35.40717392
Reliant,NA,NA,Agronomic/Forage,NA,NA,NA,Reliant,98.30018358,-4.096920913,8.912227486,15.78208895,6.092672148,2,3,4,3,8.925985139,1.621895016,69.76914322,62.81934603,14.83077058,104.7354596,5.806306865,10.07414306,8.209283541,10.26416166,1.508808083,3.03341636,68.21426586,71.97667462,62.54823693,63.17972458,4.871304573,10.58977431,4.873112411,122.78524,125.2276224,105.0770059,5.944500028,6.103551069,5.516004402,21.19001226,22.08399574,4.717788797,29.85708925
Slate,NA,NA,Agronomic/Forage,NA,NA,NA,Slate,96.2217059,-4.689247671,8.615989462,21.93688728,9.542043363,2,3,4,3,8.431765585,1.465774822,69.88138615,62.85760185,15.59244961,103.1564716,5.832958018,10.08868184,7.298440945,5.712403369,1.077298547,1.969329714,69.437725,71.31950886,61.37248736,65.48094055,3.762019355,21.79596722,5.277897406,100.0792427,127.7893925,100.021786,6.899543317,6.212194571,5.583033905,14.1403406,25.63072128,8.381445717,36.41628022
Tegmar,NA,NA,Agronomic/Forage,NA,NA,NA,Tegmar,-15.98837683,-17.48911428,9.959878193,-3.944502009,-25.40363745,1,1,1,4,9.456662411,1.528955679,70.63218663,62.8187499,17.62621115,99.99849563,5.734636874,7.773594792,12.31857232,11.03862967,0.904014149,2.778279306,72.64634767,71.83793062,60.52280258,64.86547519,10.16562039,24.92077101,22.12707281,89.9876883,97.04815045,89.9113463,4.588135357,5.705191562,4.211507135,6.504924169,11.58528398,2.234761203,29.85708925
Topar,NA,NA,Agronomic,NA,NA,NA,Topar,-50.65270196,48.69050422,-3.339053302,11.41492609,3.810056788,1,2,3,1,NA,NA,NA,NA,16.687854,101.8932812,5.802705358,9.811162169,NA,NA,NA,NA,NA,NA,NA,NA,13.84643043,17.16263746,13.62658792,95.03346548,117.5423118,94.96656616,5.548258664,6.434655075,5.433506551,11.33602269,18.85556609,14.90931997,53.06653423
